Account_No,TRANSACTION_DETAILS,WITHDRAWAL_AMOUNT,DEPOSIT_AMOUNT,BALANCE_AMOUNT,Transaction_Dates
409000425051,BDP IS 6095,,3000.00,1525578.85,2022-05-12
409000611074,INDO GIBL Indiaforensic STL16111,583076.00,,679561.00,2023-04-03
409000493201,BBPS SETMNT FOR DT 271120,402695.51,,679587.24,2023-06-11
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,680680.00,2023-08-07
409000493201,TRF FRM  Indiaforensic SERVICES,,100000.00,681043.81,2023-05-22
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,681987.63,2022-06-09
409000425051,BDP IS 6095,,5000.00,1522578.85,2022-12-22
409000493201,BBPS SETTLEMENT 03052017,36178.03,,682377.83,2023-08-07
409000425051,BDP IS 6095,,3000.00,1517578.85,2022-06-27
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,682595.01,2022-12-25
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,682679.23,2022-07-17
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,683272.03,2022-05-20
409000493201,TRF TO  Indiaforensic SERVICES I,500000.00,,683336.88,2022-11-12
409000493201,TRF FRM  Indiaforensic SERVICES,,100000.00,683389.08,2023-07-12
409000493201,TRF TO  Indiaforensic SERVICES I,400000.00,,683848.10,2022-10-22
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,684064.56,2023-03-17
409000493201,BBPS DT 25122018,242437.03,,684252.41,2023-10-26
409000611074,INDO GIBL Indiaforensic STL02011,826831.00,,684417.00,2023-01-21
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,686169.77,2023-11-27
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,686911.31,2022-04-03
409000425051,BDP IS 6095,,5000.00,1514578.85,2023-10-21
409000493201,BBPS SETTLEMENT FOR DT 28,15225.89,,687110.70,2023-06-01
409000425051,BDP IS 6095,,3000.00,1509578.85,2023-06-28
409000493201,BBPS DT 19092018,,156502.39,687885.84,2023-12-20
409000493201,FDRL/INTERNAL FUND TRANSFE,,150000.00,687979.41,2022-12-07
409000425051,NEFT/VCGBH16201473150/SUR,,21000.00,1508577.60,2022-05-18
409000493201,BBPS DT 18012019,130791.71,,689028.56,2022-01-28
409000493201,BBPS DT 25092018,202530.64,,689161.19,2022-07-04
409000425051,BDP IS 6095,,5000.00,1506578.85,2023-09-01
409000425051,BDP IS 6095,,8000.00,1501578.85,2022-04-22
409000425051,BDP IS 6095,,3000.00,1493578.85,2023-11-21
409000493201,BBPS SETTLEMENT FOR DT 14,1059.13,,691129.40,2022-01-16
409000425051,BDP IS 6095,,5000.00,1490578.85,2023-03-15
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,691845.78,2022-08-18
409000493201,BBPS SETTLEMENT 13032017,108914.09,,692188.53,2022-12-30
409000425051,BDP IS 6095,,1000.00,1487577.60,2023-05-26
409000611074,INDO GIBL Indiaforensic STL08111,102725.00,,692684.00,2022-01-08
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,693463.63,2023-07-12
409000425051,NEFT/SBIN416200847549/KUL,,21000.00,1486577.60,2023-02-14
409000425051,BDP IS 6095,,3000.00,1485578.85,2023-02-16
409000493201,BBPS DT 20012019,102723.80,,693820.10,2022-12-13
409000493201,BBPS DT 08062018,25366.64,,694154.83,2023-01-31
409000493201,BBPS SETMNT FOR DT 131220,186908.67,,694167.44,2023-09-01
409000425051,BDP IS 6095,,5000.00,1482578.85,2022-07-03
409000493201,BBPS SETTLEMENT 26052017,62213.14,,694828.42,2022-10-13
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,695034.31,2022-03-25
409000425051,BDP IS 6095,,3000.00,1477578.85,2022-12-20
409000611074,INDO GIBL Indiaforensic STL12111,80100.00,,695176.00,2023-11-02
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,695207.26,2023-01-20
409000493201,BBPS OX01 SETTLEMENT 23.0,146774.90,,695237.30,2022-09-01
409000611074,INDO GIBL Indiaforensic STL31101,80000.00,,695312.00,2023-10-17
409000611074,INDO GIBL Indiaforensic STL16121,92550.00,,695805.00,2022-05-17
409000493201,BBPS SETMNT FOR DT 110720,227142.83,,695874.69,2023-10-05
409000493201,BBPS DT 18022019,57932.84,,695983.05,2022-12-16
409000611074,INDO GIBL Indiaforensic STL02101,225300.00,,697002.00,2023-08-24
409000611074,Indfor INCOME INDO REMI13011,240.00,,697105.00,2022-12-21
409000611074,INDO GIBL Indiaforensic STL12011,344650.00,,697345.00,2022-05-08
409000611074,INDO GIBL Indiaforensic STL31121,14000.00,,697823.00,2022-07-07
409000493201,TRF TO  Indiaforensic SERVICES I,600000.00,,697996.01,2022-06-20
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,698022.55,2022-12-05
409000425051,BDP IS 6095,,5000.00,1474578.85,2023-04-15
409000493201,BBPS DT 01012019,160965.27,,699361.65,2022-08-22
409000493201,BBPS DT 11022019,33114.80,,699562.70,2022-06-25
409000611074,INDO GIBL Indiaforensic STL19031,335250.00,,701414.00,2022-09-26
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,701574.90,2022-06-02
409000493201,BBPS SETTLEMENT DATED 270,540324.73,,701713.90,2023-11-07
409000493201,BBPS SETTLEMENT 10052017,93277.36,,701756.95,2023-04-19
409000611074,INDO GIBL Indiaforensic STL28111,101500.00,,702020.00,2023-01-22
409000611074,INDO GIBL Indiaforensic STL20071,712099.00,,702191.00,2022-10-06
409000493201,BBPS SETTLEMENT FOR DT 27,87395.82,,702336.59,2022-06-07
409000493201,TRF FRM  Indiaforensic SERVICES,,117000.00,702489.28,2023-09-23
409000493201,BBPS SETMNT FOR DT 050720,64350.32,,702648.75,2023-01-18
409000493201,BBPS SETTLEMENT FOR DT 20,87337.96,,703831.15,2022-10-29
409000493201,BBPS SETMNT FOR DT 160820,320215.84,,703990.77,2022-10-22
409000425051,BDP IS 6095,,3000.00,1469578.85,2023-10-29
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,705371.05,2022-07-19
409000425051,BDP IS 6095,,5000.00,1466578.85,2022-07-09
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,705860.55,2023-12-17
409000425051,BDP IS 6095,,1000.00,1465577.60,2022-03-02
409000425051,BDP IS 6095,,1000.00,1464577.60,2023-04-02
409000611074,INDO GIBL Indiaforensic STL13091,271401.00,,706789.00,2023-08-03
409000425051,NEFT/SBIN316197771024/SUM,,12000.00,1463577.60,2022-04-29
409000611074,INDO GIBL Indiaforensic STL23081,338131.00,,708259.00,2023-06-13
409000425051,BDP IS 6095,,3000.00,1461578.85,2022-07-27
409000425051,BDP IS 6095,,5000.00,1458578.85,2023-03-22
409000493201,TRF TO  Indiaforensic SERVICES I,1200000.00,,710429.80,2023-07-19
409000493201,BBPS DT 30122018,117494.93,,710703.61,2023-07-05
409000425051,NEFT/SBIN417038897386/Mr,,5000.00,1456086.85,2022-02-27
409000611074,INDO GIBL Indiaforensic STL06071,295000.00,,711579.00,2022-10-18
409000611074,INDO GIBL Indiaforensic STL29121,285399.00,,711823.00,2023-09-15
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,711844.08,2022-01-20
409000611074,INDO GIBL Indiaforensic STL04061,578750.00,,713057.00,2023-11-25
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,713671.36,2023-06-19
409000611074,INDO GIBL Indiaforensic STL10071,435225.00,,713743.00,2023-12-25
409000493201,BBPS SETMNT FOR DT 210720,84080.38,,713942.17,2023-09-21
409000425051,BDP IS 6095,,3000.00,1453578.85,2023-08-25
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,714498.22,2023-07-31
409000425051,NEFT/SBIN316197729327/RAJ,,21000.00,1451577.60,2023-08-08
409000493201,BBPS SETTLEMENT DTD 27MAR,27509.12,,716834.71,2023-10-09
409000493201,BBPS SETMNT FOR DT 261020,203242.03,,717830.78,2022-06-16
409000493201,BBPS SETTLEMENT 02052017,27621.17,,718555.86,2023-06-08
409000493201,BBPS DT 08092018,,68254.49,718718.01,2023-08-26
409000425051,NEFT/SBIN317037483530/Mr,,5000.00,1451086.85,2023-06-21
409000493201,BBPS DT 07062018,97510.32,,719521.47,2022-05-20
409000611074,INDO GIBL Indiaforensic STL27041,32000.00,,719826.00,2022-08-06
409000425051,BDP IS 6095,,5000.00,1450578.85,2022-12-24
409000493201,T FRM  Indiaforensic SERVICES IN,,200000.00,720595.60,2022-06-26
409000611074,INDO GIBL Indiaforensic STL17071,581900.00,,722080.00,2023-09-15
409000425051,NEFT/SBIN117034378839/ROH,,1000.00,1446086.85,2023-01-18
409000493201,BBPS DT 01052018,154816.50,,722722.58,2023-11-27
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,722819.00,2023-02-18
409000611074,INDO GIBL Indiaforensic STL19091,497477.00,,722868.00,2023-09-30
409000611074,INDO GIBL Indiaforensic STL18091,533052.00,,722985.00,2022-04-29
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,723017.52,2022-05-23
409000493201,BBPS DT 12012019,86420.15,,723351.74,2022-10-13
409000493201,BBPS SETMNT FOR DT 281120,256117.48,,723469.76,2023-07-31
409000493201,TRF TO  Indiaforensic SERVICES I,600000.00,,724908.67,2023-11-13
409000493201,BBPS DT 29032018,117919.02,,725724.16,2023-12-14
409000493201,BBPS DT 18042018,307704.52,,725787.59,2022-06-22
409000611074,INDO GIBL Indiaforensic STL21011,69000.00,,725795.00,2022-12-30
409000493201,BBPS DT 24012019,210283.26,,726034.66,2023-11-27
409000493201,BBPS DT 14032018,169248.39,,726289.63,2022-12-17
409000493201,BBPS DT 21122018,,86250.63,727034.66,2022-03-22
409000425051,BDP IS 6095,,3000.00,1445578.85,2023-04-02
409000493201,BBPS SETMNT FOR DT 151220,184047.01,,727797.07,2022-09-08
409000493201,BBPS DT 29122018,146825.27,,728198.54,2023-02-08
409000611074,INDO GIBL Indiaforensic STL20051,25700.00,,728557.00,2022-10-29
409000425051,BDP IS 6095,,10000.00,1445086.85,2022-03-24
409000493201,BBPS DT 24042018,212480.40,,728769.45,2023-08-13
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,729120.00,2022-11-29
409000611074,INDO GIBL Indiaforensic STL23101,432150.00,,729718.00,2022-04-21
409000425051,BDP IS 6095,,5000.00,1442578.85,2023-07-17
409000493201,BBPS SETMNT FOR DT 011220,97833.76,,730156.32,2023-03-04
409000493201,BBPS SETMNT FOR DT 171020,197665.59,,731052.05,2023-07-21
409000425051,BDP IS 6095,,3000.00,1437578.85,2022-07-06
409000611074,INDO GIBL Indiaforensic STL26101,208000.00,,732008.00,2023-01-14
409000493201,BBPS SETMNT FOR DT 220920,144857.19,,732327.52,2022-04-06
409000493201,BBPS DT 10022019,80808.84,,732677.50,2023-09-26
409000611074,INDO GIBL Indiaforensic STL05091,406628.00,,733690.00,2023-09-22
409000493201,BBPS DT 29042018,157810.46,,734623.40,2023-06-12
409000493201,TRF FRM  Indiaforensic SERVICES,,150000.00,734815.11,2023-09-22
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,735341.71,2023-08-09
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,735440.61,2022-06-16
409000611074,INDO GIBL Indiaforensic STL05111,807502.00,,735788.00,2023-06-18
409000493201,BBPS DT 23012019,203288.12,,736317.92,2023-05-16
409000611074,INDO GIBL Indiaforensic STL07011,205075.00,,736948.00,2022-09-17
409000425051,BDP IS 6095,,5000.00,1435086.85,2023-09-23
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,738230.96,2023-05-29
409000493201,BBPS DT 26092018,,49876.46,739037.65,2023-09-16
409000425051,BDP IS 6095,,5000.00,1434578.85,2022-06-20
409000493201,BBPS DT 22022018,100015.35,,739882.33,2023-01-29
409000493201,BBPS SETMNT FOR DT 200920,128161.28,,740066.41,2023-10-25
409000493201,BBPS OX01 SETTLEMENT 22.0,78583.40,,742012.20,2022-11-24
409000493201,BBPS SETMNT FOR DT 230620,135857.04,,742038.63,2023-01-21
409000425051,NEFT/IBKL160715032313/MD,,2000.00,1430577.60,2022-06-20
409000493201,BBPS DT 22022019,61442.29,,742795.26,2022-06-30
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,742975.94,2022-05-09
409000425051,BDP IS 6095,,5000.00,1430086.85,2022-09-21
409000425051,BDP IS 6095,,3000.00,1429578.85,2023-03-08
409000493201,BBPS DT 05032019,10331.83,,743583.32,2023-03-31
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,743588.00,2023-11-29
409000493201,BBPS DT 20042018,240151.47,,743607.80,2023-04-14
409000493201,TRF FROM  Indiaforensic SERVICES,,100000.00,744343.83,2023-06-20
409000425051,NEFT/SBIN316197386153/PRA,,21000.00,1428577.60,2023-10-08
409000425051,BDP IS 6095,,5000.00,1426578.85,2023-01-20
409000493201,BBPS SETTLEMENT 01052017,36802.24,,746177.03,2022-06-10
409000425051,BDP IS 6095,,2000.00,1425086.85,2022-05-04
409000611074,INDO GIBL Indiaforensic STL06121,397925.00,,748682.00,2022-03-19
409000611074,INDO GIBL Indiaforensic STL14111,404700.00,,748863.00,2023-10-20
409000425051,BDP IS 6095,,3000.00,1423086.85,2023-08-27
409000611074,INDO GIBL Indiaforensic STL11031,45000.00,,750037.00,2022-04-13
409000493201,BBPS OX01 SETTLEMENT 21.0,51735.72,,750461.07,2022-01-30
409000425051,BDP IS 6095,,3000.00,1421578.85,2023-03-11
409000493201,BBPS DT 03052018,187650.10,,751142.56,2022-08-12
409000611074,INDO GIBL Indiaforensic STL12061,717850.00,,751826.00,2022-12-04
409000425051,BDP IS 6095,,5000.00,1420086.85,2023-10-21
409000611074,INDO GIBL Indiaforensic STL07061,491005.00,,753777.00,2023-07-14
409000493201,BBPS SETMNT FOR DT 270920,234319.90,,753795.83,2022-09-05
409000493201,BBPS DT 04032019,3002.37,,753915.15,2022-02-07
409000493201,BBPS DT 17022019,109270.49,,753915.89,2023-06-07
409000493201,FDRL/INTERNAL FUND TRANSFE,,50000.00,753990.77,2022-11-03
409000611074,INDO GIBL Indiaforensic STL19051,265500.00,,754257.00,2023-01-12
409000493201,BBPS SETMNT FOR DT 070620,53804.99,,754446.32,2022-07-08
409000425051,BDP IS 6095,,5000.00,1418578.85,2022-06-12
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,754645.00,2023-10-23
409000425051,701616382504-193247227116,,8000.00,1415086.85,2022-04-10
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,754958.66,2023-02-05
409000493201,BBPS SETMNT FOR DT 091020,214144.33,,755843.21,2022-05-20
409000611074,INDO GIBL Indiaforensic STL15051,785049.00,,756507.00,2022-11-29
409000425051,BDP IS 6095,,3000.00,1413578.85,2023-03-21
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,756645.00,2023-02-03
409000493201,BBPS DT 03032019,59110.48,,756917.52,2023-08-25
409000493201,BBPS SETTLEMENT 25052017,181189.40,,757041.56,2022-07-06
409000493201,BBPS DT 23022019,85626.32,,757168.94,2022-01-03
409000425051,BDP IS 6095,,5000.00,1413572.85,2022-05-21
409000493201,BBPS SETMNT FOR DT 231120,171906.20,,758255.04,2022-11-21
409000611074,INDO GIBL Indiaforensic STL19021,385200.00,,758269.00,2022-05-31
409000425051,BDP IS 6095,,5000.00,1410578.85,2023-02-01
409000611074,INDO GIBL Indiaforensic STL05101,230751.00,,758656.00,2023-07-20
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,759146.87,2023-11-08
409000493201,BBPS DT 05012019,82438.52,,759277.93,2023-01-01
409000425051,BDP IS 6095,,2000.00,1408572.85,2023-08-04
409000425051,NEFT/SBIN216196807820/M S,,1000.00,1407577.60,2023-09-30
409000493201,BBPS SETTLEMENT FOR DT 28,241548.23,,760165.67,2023-03-09
409000425051,NEFT/SBIN317013377571/NIK,,8000.00,1407086.85,2023-08-13
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,761062.91,2022-02-28
409000493201,TRF TO  Indiaforensic SERVICES I,1500000.00,,761395.19,2022-04-17
409000425051,BDP IS 6095,,2000.00,1406577.60,2023-11-01
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,761826.00,2023-07-29
409000425051,BDP IS 6095,,5000.00,1406572.85,2022-09-03
409000425051,BDP IS 6095,,3000.00,1405578.85,2023-02-11
409000425051,NEFT/SBIN116194122076/Mr,,21000.00,1404577.60,2022-10-17
409000611074,INDO GIBL Indiaforensic STL10061,24176.00,,762927.00,2023-05-17
409000425051,BDP IS 6095,,5000.00,1402578.85,2023-02-02
409000425051,BDP IS 6095,,5000.00,1401572.85,2022-05-29
409000425051,BDP IS 6095,,3000.00,1399086.85,2022-05-17
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,764686.42,2022-05-10
409000611074,INDO GIBL Indiaforensic STL16081,755505.00,,764890.00,2022-07-05
409000493201,BBPS SETMNT FOR DT 190120,160649.42,,765464.89,2022-05-30
409000425051,BDP IS 6095,,3000.00,1397578.85,2022-12-06
409000425051,BDP IS 6095,,11000.00,1396572.85,2023-01-20
409000493201,BBPS DT 18122018,,148602.58,765638.33,2023-02-15
409000493201,BBPS DT 25012019,160068.63,,765966.03,2022-12-03
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,766553.35,2023-03-17
409000425051,BDP IS 6095,,5000.00,1396086.85,2022-10-19
409000493201,BBPS SETMNT FOR DT 040720,131864.31,,766999.07,2023-01-26
409000425051,BDP IS 6095,,5000.00,1394578.85,2022-06-22
409000425051,BDP IS 6095,,3000.00,1391086.85,2022-02-08
409000425051,BDP IS 6095,,3000.00,1389578.85,2023-04-14
409000425051,BDP IS 6095,,5000.00,1388086.85,2023-06-12
409000611074,INDO GIBL Indiaforensic STL14011,473626.00,,769879.00,2023-12-02
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,770427.73,2023-02-18
409000425051,BDP IS 6095,,5000.00,1386578.85,2022-09-08
409000493201,BBPS SETMNT FOR DT 020820,158804.40,,771450.91,2023-09-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,500000.00,771687.00,2022-08-27
409000493201,BBPS DT 11042018,161435.30,,772032.78,2023-12-18
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,772072.91,2022-09-07
409000611074,INDO GIBL Indiaforensic STL21111,83251.00,,772821.00,2022-04-25
409000493201,TRF TO  Indiaforensic SERVICES I,1000000.00,,773241.46,2022-01-01
409000493201,BBPS SETMNT FOR DT 101020,282299.66,,773543.55,2023-10-30
409000493201,BBPS DT 07022019,171418.15,,773706.03,2023-06-23
409000493201,BBPS SETMNT FOR DT 250720,137149.60,,773912.79,2023-09-28
409000493201,TRF TO  Indiaforensic SERVICES I,2500000.00,,773973.03,2022-05-19
409000425051,NEFT/CBINH16277A09229/VIK,,11000.00,1385572.85,2023-12-25
409000425051,BDP IS 6095,,2000.00,1383577.60,2023-09-30
409000493201,BBPS SETMNT FOR DT 270720,109103.60,,775090.29,2022-01-29
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,775104.65,2023-12-30
409000611074,INDO GIBL Indiaforensic STL11111,7499.00,,775276.00,2022-01-14
409000611074,INDO GIBL Indiaforensic STL30101,141546.00,,775312.00,2022-02-14
409000611074,INDO GIBL Indiaforensic STL13021,307125.00,,775747.00,2022-03-08
409000493201,BBPS SETTLEMENT 29032017,149362.11,,776223.80,2023-07-21
409000493201,BBPS SETMNT FOR DT 211120,128651.14,,776988.41,2022-07-27
409000493201,BBPS SETTLEMENT DTD 13APR,57483.14,,777513.39,2022-03-15
409000611074,INDO GIBL Indiaforensic STL25121,23550.00,,778007.00,2022-10-16
409000493201,BBPS SETMNT FOR DT 180920,249806.20,,778060.88,2022-11-07
409000425051,NEFT/BKIDN17003770149/ARJ,,8000.00,1383086.85,2022-02-13
409000493201,BBPS SETMNT FOR DT 091120,131508.96,,778348.96,2022-02-19
409000611074,INDO GIBL Indiaforensic STL17011,628628.00,,779290.00,2023-10-22
409000425051,BDP IS 6095,,1.00,1381578.85,2023-12-06
409000425051,BDP IS 6095,,3000.00,1381577.85,2023-06-04
409000493201,BBPS DT 16032018,64069.00,,780254.76,2023-02-20
409000493201,FDRL/INTERNAL FUND TRANSFE,,200000.00,780290.64,2023-02-06
409000425051,NEFT/SBIN816193916982/Mr,,1000.00,1381577.60,2023-03-31
409000425051,BDP IS 6095,,5000.00,1380577.60,2022-12-19
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,781987.63,2023-04-22
409000425051,BDP IS 6095,,5000.00,1378577.85,2022-04-01
409000611074,INDO GIBL Indiaforensic STL10111,129700.00,,782775.00,2023-05-27
409000493201,BBPS SETTLEMENT 29042017,73483.43,,782979.27,2022-10-11
409000611074,INDO GIBL Indiaforensic STL05121,218050.00,,783159.00,2022-09-27
409000425051,NEFT/SBIN616187051242/MO,,21000.00,1375577.60,2022-05-17
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,784252.41,2022-01-22
409000425051,NEFT/SBIN416364533068/BIK,,8000.00,1375086.85,2023-06-01
409000425051,NEFT/CBINH16277A00957/SAN,,1000.00,1374572.85,2023-09-08
409000425051,BDP IS 6095,,3000.00,1373577.85,2023-07-16
409000425051,NEFT/UTBIN16275043249/IJA,,21000.00,1373572.85,2022-06-14
409000425051,BDP IS 6095,,5000.00,1370577.85,2022-05-31
409000425051,BDP IS 6095,,3000.00,1367086.85,2022-09-05
409000611074,INDO GIBL Indiaforensic STL09061,340074.00,,787103.00,2023-11-19
409000611074,INDO GIBL Indiaforensic STL21121,422577.00,,787416.00,2023-03-12
409000493201,BBPS DT 30102018,,15113.17,788354.63,2022-05-30
409000611074,INDO GIBL Indiaforensic STL17121,139500.00,,788355.00,2022-01-29
409000611074,FDRL/INTERNAL FUND TRANSFE,,200000.00,788649.00,2023-07-12
409000493201,BBPS SETTLEMENT FOR DT 24,12674.80,,789732.41,2023-12-18
409000493201,BBPS SETMNT FOR DT 170120,184162.48,,790211.58,2022-08-12
409000493201,TRF FRM  Indiaforensic SERVICES,,150000.00,791169.11,2023-09-21
409000425051,BDP IS 6095,,2994.00,1365577.85,2022-05-31
409000611074,INDO GIBL Indiaforensic STL19121,428150.00,,792825.00,2023-02-03
409000493201,BBPS SETMNT FOR DT 220820,197829.48,,793301.39,2022-05-24
409000425051,BDP IS 6095,,5000.00,1364086.85,2022-05-20
409000493201,BBPS SETMNT FOR DT 310820,135399.38,,794445.86,2022-02-02
409000493201,TRF TO  Indiaforensic SERVICES I,1300000.00,,794761.88,2022-09-28
409000611074,INDO GIBL Indiaforensic STL20011,159725.00,,794795.00,2023-12-14
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,794828.42,2022-12-29
409000493201,FDRL/INTERNAL FUND TRANSFE,,100000.00,795034.31,2023-06-24
409000611074,INDO GIBL Indiaforensic STL1003,85800.00,,795037.00,2023-06-29
